"id","policyName","title","description","origin.originName","productUnits","detectedAt","status","type","severity","integration.name","assignedUser","comments","lastUpdateTime"
"D9C4E2618E","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.1Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.1Z"
"B761163103","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.106Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.106Z"
"D0A0FC2D90","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.384Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.384Z"
"7E4422C73C","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.366Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.366Z"
"85C7D77A3C","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.275Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.275Z"
"81EDBF38F3","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.366Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.366Z"
"A7D9089F6B","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.106Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.106Z"
"C2306DD3A2","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.414Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.414Z"
"BF3D3EE475","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.242Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.242Z"
"37BA7BE02A","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.097Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.097Z"
"74F1017732","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.409Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.409Z"
"0D50600060","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.244Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.244Z"
"9BE61F6B72","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.097Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.097Z"
"42E46830C1","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.238Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.238Z"
"779A1D7195","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.418Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.418Z"
"CA1D3CE856","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.096Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.096Z"
"E248891EF3","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.129Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.129Z"
"B518511946","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.329Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.329Z"
"64BB20A33A","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.095Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.095Z"
"FC156FA6E8","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.235Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.235Z"
"0221D384E3","EnsureStorageAccountUsesTheLatestVersionOfTlsEncryption","Ensure Storage Account is using the latest version of TLS encryption","Communication between a client application and an Azure Storage account is encrypted using Transport Layer Security (TLS). TLS is a standard cryptographic protocol that ensures privacy and data integrity between clients and services over the Internet. Azure Storage currently supports three versions of the TLS protocol: 1.0, 1.1, and 1.2. Azure Storage uses TLS 1.2 on public HTTPS endpoints, but TLS 1.0 and TLS 1.1 are still supported for backward compatibility. To follow security best practices and the latest PCI compliance standards, Microsoft recommends enabling the latest version of TLS protocol (TLS 1.2) for all your Microsoft Azure App Service web applications. PCI DSS information security standard requires that all websites accepting credit card payments uses TLS 1.2 after June 30, 2018.","test1/test1","['All', 'Azure']","2022-09-29T19:43:08.644Z","Open","IaC","Medium","legitbitt","None","[]","2022-09-29T19:43:08.644Z"
"5BCD6A7F00","RepositoryDismissStaleReviews","New code changes after approval are not required to be re-approved","This security control prevents merging code that was approved but later on changed. Turning it on ensures new changes are required to be reviewed again. This setting is part of branch protection and code-review settings, and hardens the review process. If turned off - a developer can change the code after approval, and push code that is different from the one that was previously allowed. This option is found in the branch protection setting for the repository.","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.719Z","Open","Misconfiguration","Low","legitbitt","None","[]","2023-09-22T16:32:47.413Z"
"9FDB0D5DDE","EnsureAzureStorageAccountEncryptionCmksAreEnabled","Ensure that Storage Accounts use customer-managed key for encryption","By default all data at rest in Azure Storage account is encrypted using Microsoft Managed Keys. It is recommended to use Customer Managed Keys to encrypt data in Azure Storage accounts for better control on Storage account data.","test1/test1","['All', 'Azure']","2022-09-29T19:43:08.644Z","Open","IaC","Low","legitbitt","None","[]","2023-09-22T16:32:54.443Z"
"A4285208FF","RepositoryDoesNotDefineValidCodeOwners","Repository CODEOWNERS file is not valid","A valid CODEOWNERS file should exist as part of the repository's code. A CODEOWNERS file is used to define individuals or teams that are responsible for the code in a repository. This is also automatically used for code-review permissions - only CODEOWNERS can be approving reviewers. To learn more about CODEOWNERS, go [here](https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-code-owners).","test1/test1","['All', 'Azure']","2023-03-15T05:10:03.779Z","Resolved","Misconfiguration","Low","legitbitt","None","[]","2023-03-16T12:50:42.199Z"
"F7F7A8BE05","EnsureAzureStorageAccountDefaultNetworkAccessIsSetToDeny","Ensure default network access rule for Storage Accounts is set to deny","Restricting default network access helps to provide an additional layer of security. By default, storage accounts accept connections from clients on any network. To limit access to selected networks, the default action must be changed. We recommend you configure storage accounts to deny access to traffic from all networks, including internet traffic. At an appropriate time, access can be granted to traffic from specific Azure Virtual networks, allowing a secure network boundary for specific applications to be built. Access can also be granted to public internet IP address ranges enabling connections from specific internet or on-premises clients. When network rules are configured only applications from allowed networks can access a storage account. When calling from an allowed network applications continue to require authorization, such as a valid access key or SAS token, to access the storage account.","test1/test1","['All', 'Azure']","2022-09-29T19:43:08.64Z","Resolved","IaC","Medium","legitbitt","None","[]","2023-01-18T20:21:06.209Z"
"0BC776C3CF","EnsureThatStorageAccountsUseReplication","Ensure that Storage Accounts use replication","","test1/test1","['All', 'Azure']","2023-01-18T20:21:05.959Z","Open","IaC","Medium","legitbitt","None","[]","2023-01-18T20:21:05.959Z"
"5657931CD0","RepositoryBranchProtectionExists","Default repository branch is not protected","Branch protection is not enabled for this repository's default branch.Protecting branches ensures new code changes must go through a controlled merge process and it allows enforcement of code review and other security tests. This issue is raised if the default branch protection is turned off, and in Bitbucket Cloud when the protection of the branch is not restricting push, force-push or delete.","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.716Z","Open","Misconfiguration","Medium","legitbitt","None","[]","2022-09-29T19:43:00.716Z"
"380D9552AC","RepositoryRequiresAutomaticallyIncludedReviewers","Repository doesn’t have automatically included reviewers defined","It is recommended to require code review from relevant reviewers for predefined files and folders. Turning this option on enforces that the included reviewers must approve a code change. To learn more about automatically included reviewers, go [here](https://docs.microsoft.com/en-us/azure/devops/repos/git/branch-policies?view=azure-devops&tabs=browser#automatically-include-code-reviewers).","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.728Z","Open","Misconfiguration","Low","legitbitt","None","[]","2023-09-22T16:32:50.892Z"
"64CC7997B9","RepositoryDefaultBranchAllowReviewsDismissal","Default Branch Doesn’t Restrict Who Can Dismiss Reviews","Any user with write access to the repository can dismiss pull-request reviews. Pull-request review contains essential information on the work that needs to be done and helps keep track of the changes. Dismissing it might cause a loss of this information and should be restricted to a limited number of users.","test1/test1","['All', 'Azure']","2023-03-15T05:10:03.779Z","Resolved","Misconfiguration","Low","legitbitt","None","[]","2023-03-16T12:50:42.199Z"
"B3B4AE831E","RepositoryShouldBlockMergeIfNeedsWork","It is allowed to merge code that was marked as needing changes by the reviewer","It is recommended to block merging of pull requests which received a non-approving response from any reviewer (even if it was approved by other reviewers)","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.731Z","Open","Misconfiguration","Low","legitbitt","None","[]","2023-09-22T16:32:52.122Z"
"66EB5EC611","RepositoryShouldEnforceCommitAuthorEmailAddress","Repository should enforce commit author email address validation","Commit author email validation is disabled. When using ADO, it is recommended to enable email validation to avoid code from unintended sources being committed mistakenly or maliciously.","test1","[]","2023-04-09T14:49:04.829Z","Ignored","Misconfiguration","Low","legitbitt","None","[]","2023-11-15T17:12:18.051Z"
"D68B67CDA2","EnsureVmAgentIsInstalled","Ensure VM agent is installed","","test1/test1","['All', 'Azure']","2023-01-18T20:21:05.96Z","Open","IaC","Medium","legitbitt","None","[]","2023-01-18T20:21:05.96Z"
"58813378CC","Test3_1879ea47-a42a-43f9-8ece-05fd4963ffd9","Test3","","test1/test1","['All', 'Azure']","2023-08-30T16:38:55.268Z","Open","Other","Medium","legitbitt","None","[]","2023-08-30T16:38:55.268Z"
"5B131EDC47","SocialSecurityNumber","PII Detected: Social security number","Possible Social security number was detected in your repository","test1/test1","['All', 'Azure']","2022-09-29T19:43:03.962Z","Open","Secret","High","legitbitt","None","[]","2022-09-29T19:43:03.962Z"
"C382527130","RepositoryNoIncompleteTasksMergeCheck","It is allowed to merge code that has pending code review tasks","It is recommended to harden the code-review process by prohibiting merging before all code review tasks are resolved. This option is found in the branch protection setting of the repository","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.723Z","Open","Misconfiguration","Low","legitbitt","None","[]","2023-09-22T16:32:49.661Z"
"5078BA5193","RepositoryDoesntHaveVeracodeControl","Repository is missing a 'Veracode' control","This repository is scanned by 'Veracode' as part of the build process","test1/test1","['All', 'Azure']","2023-03-07T14:57:05.969Z","Open","Controls","Medium","legitbitt","None","[]","2023-03-07T14:57:05.969Z"
"DDE590EF9B","RepositoryRequiredAtLeastOneApprovingReview","Code review by at least 1 reviewer is not enforced","To comply with separation of duties, and enforce secure code practices, code review should be mandatory using the source-code-management built-in enforcement. This option is found in the branch protection setting of the repository.","test1/test1","['All', 'Azure']","2022-09-29T19:43:00.708Z","Open","Misconfiguration","High","legitbitt","None","[]","2022-09-29T19:43:00.708Z"
"980EA033D8","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.128Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.128Z"
"5829156E7C","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.105Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.105Z"
"BFAF740ED7","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.108Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.108Z"
"ECDD4BBC2B","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.102Z","Open","Sast","High","legitbitt","None","[]","2024-01-05T09:04:27.723Z"
"F6C87FBE41","HighSeveritySastIssue","Repository has High severity SAST vulnerability","Vulnerable code was detected by a static code scanner. It is strongly recommended to remediate it","test1/test1","['All', 'Azure']","2023-12-04T17:59:05.101Z","Open","Sast","High","legitbitt","None","[]","2023-12-04T17:59:05.101Z"
